scenario_id,direction_version,condition_id,target_identity,phase_1_word_count,feedback_word_count,phase_2_word_count,total_word_count,alternatives_present,reasons_present,feedback_present,second_decision_present,second_decision_outcome,review_status,review_note
s1_scheduling,B,C1,human,33,0,0,33,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C2,ai,28,0,0,28,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C2,human,27,0,0,27,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C3,ai,28,19,0,47,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C3,human,27,18,0,45,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C4,ai,28,19,24,71,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C4,human,27,18,23,68,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C5,ai,28,19,26,73,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s1_scheduling,B,C5,human,27,18,25,70,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C0,ai,21,0,0,21,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C0,human,20,0,0,20,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C1,ai,54,0,0,54,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C1,human,52,0,0,52,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C2,ai,32,0,0,32,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C2,human,31,0,0,31,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C3,ai,32,21,0,53,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C3,human,31,20,0,51,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C4,ai,32,21,29,82,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C4,human,31,20,28,79,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C5,ai,32,21,28,81,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,A,C5,human,31,20,27,78,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C0,ai,18,0,0,18,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C0,human,17,0,0,17,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C1,ai,51,0,0,51,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C1,human,49,0,0,49,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C2,ai,30,0,0,30,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C2,human,29,0,0,29,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C3,ai,30,21,0,51,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C3,human,29,20,0,49,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C4,ai,30,21,26,77,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C4,human,29,20,25,74,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C5,ai,30,21,31,82,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s2_customer_issue,B,C5,human,29,20,30,79,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C0,ai,14,0,0,14,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C0,human,13,0,0,13,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C1,ai,36,0,0,36,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C1,human,34,0,0,34,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C2,ai,24,0,0,24,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C2,human,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C3,ai,24,21,0,45,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C3,human,23,20,0,43,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C4,ai,24,21,22,67,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C4,human,23,20,21,64,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C5,ai,24,21,27,72,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,A,C5,human,23,20,26,69,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C0,ai,17,0,0,17,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C0,human,16,0,0,16,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C1,ai,39,0,0,39,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C1,human,37,0,0,37,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C2,ai,26,0,0,26,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C2,human,25,0,0,25,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C3,ai,26,21,0,47,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C3,human,25,20,0,45,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C4,ai,26,21,25,72,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C4,human,25,20,24,69,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C5,ai,26,21,24,71,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s3_study_plan,B,C5,human,25,20,23,68,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C0,ai,16,0,0,16,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C0,human,15,0,0,15,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C1,ai,40,0,0,40,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C1,human,38,0,0,38,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C2,ai,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C2,human,22,0,0,22,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C3,ai,23,22,0,45,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C3,human,22,21,0,43,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C4,ai,23,22,24,69,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C4,human,22,21,23,66,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C5,ai,23,22,25,70,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,A,C5,human,22,21,24,67,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C0,ai,15,0,0,15,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C0,human,14,0,0,14,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C1,ai,39,0,0,39,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C1,human,37,0,0,37,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C2,ai,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C2,human,22,0,0,22,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C3,ai,23,22,0,45,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C3,human,22,21,0,43,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C4,ai,23,22,23,68,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C4,human,22,21,22,65,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C5,ai,23,22,26,71,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s4_routing,B,C5,human,22,21,25,68,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C0,ai,18,0,0,18,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C0,human,17,0,0,17,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C1,ai,46,0,0,46,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C1,human,44,0,0,44,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C2,ai,27,0,0,27,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C2,human,26,0,0,26,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C3,ai,27,21,0,48,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C3,human,26,20,0,46,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C4,ai,27,21,26,74,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C4,human,26,20,25,71,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C5,ai,27,21,27,75,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,A,C5,human,26,20,26,72,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C0,ai,17,0,0,17,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C0,human,16,0,0,16,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C1,ai,45,0,0,45,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C1,human,43,0,0,43,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C2,ai,25,0,0,25,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C2,human,24,0,0,24,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C3,ai,25,21,0,46,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C3,human,24,20,0,44,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C4,ai,25,21,25,71,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C4,human,24,20,24,68,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C5,ai,25,21,28,74,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s5_task_allocation,B,C5,human,24,20,27,71,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C0,ai,16,0,0,16,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C0,human,15,0,0,15,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C1,ai,39,0,0,39,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C1,human,37,0,0,37,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C2,ai,24,0,0,24,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C2,human,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C3,ai,24,21,0,45,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C3,human,23,20,0,43,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C4,ai,24,21,24,69,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C4,human,23,20,23,66,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C5,ai,24,21,26,71,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,A,C5,human,23,20,25,68,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C0,ai,16,0,0,16,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C0,human,15,0,0,15,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C1,ai,39,0,0,39,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C1,human,37,0,0,37,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C2,ai,24,0,0,24,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C2,human,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C3,ai,24,21,0,45,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C3,human,23,20,0,43,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C4,ai,24,21,24,69,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C4,human,23,20,23,66,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C5,ai,24,21,26,71,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s6_content_recommendation,B,C5,human,23,20,25,68,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C0,ai,17,0,0,17,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C0,human,16,0,0,16,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C1,ai,42,0,0,42,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C1,human,40,0,0,40,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C2,ai,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C2,human,22,0,0,22,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C3,ai,23,20,0,43,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C3,human,22,19,0,41,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C4,ai,23,20,25,68,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C4,human,22,19,24,65,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C5,ai,23,20,27,70,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,A,C5,human,22,19,26,67,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C0,ai,17,0,0,17,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C0,human,16,0,0,16,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C1,ai,42,0,0,42,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C1,human,40,0,0,40,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C2,ai,24,0,0,24,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C2,human,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C3,ai,24,20,0,44,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C3,human,23,19,0,42,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C4,ai,24,20,25,69,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C4,human,23,19,24,66,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C5,ai,24,20,27,71,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s7_game_strategy,B,C5,human,23,19,26,68,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C0,ai,14,0,0,14,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C0,human,13,0,0,13,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C1,ai,45,0,0,45,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C1,human,43,0,0,43,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C2,ai,23,0,0,23,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C2,human,22,0,0,22,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C3,ai,23,21,0,44,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C3,human,22,20,0,42,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C4,ai,23,21,22,66,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C4,human,22,20,21,63,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C5,ai,23,21,24,68,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,A,C5,human,22,20,23,65,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C0,ai,14,0,0,14,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C0,human,13,0,0,13,no,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C1,ai,45,0,0,45,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C1,human,43,0,0,43,yes,no,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C2,ai,21,0,0,21,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C2,human,20,0,0,20,no,yes,no,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C3,ai,21,21,0,42,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C3,human,20,20,0,40,no,yes,yes,no,none,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C4,ai,21,21,22,64,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C4,human,20,20,21,61,no,yes,yes,yes,keep,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C5,ai,21,21,24,66,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
s8_energy_plan,B,C5,human,20,20,23,63,no,yes,yes,yes,change,pass,structural manipulation invariants hold; identity differs by subject label only
