scenario_id,domain,choice_valence,identity_label,process_condition,process_label,structure_level,char_len,text,synthetic,has_alternative_marker,has_reason_marker,has_reflection_marker
moral_friend_report,道德冲突,positive_choice,人类决策者,reasons,理由权衡,2,379,"【情境】一名决策者发现朋友在团队项目中隐瞒了一个严重错误。如果不报告，朋友可以避免惩罚；如果报告，团队可以及时补救，其他成员也不必承担不公平后果。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 暂时替朋友隐瞒错误，先私下提醒朋友。
B. 向负责人报告问题，同时尽量用事实而非情绪化方式说明。

人类决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，人类决策者选择：向负责人报告问题，同时尽量用事实而非情绪化方式说明。",True,True,True,False
moral_friend_report,道德冲突,positive_choice,人类决策者,reflection_feedback,反思反馈,3,537,"【情境】一名决策者发现朋友在团队项目中隐瞒了一个严重错误。如果不报告，朋友可以避免惩罚；如果报告，团队可以及时补救，其他成员也不必承担不公平后果。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 暂时替朋友隐瞒错误，先私下提醒朋友。
B. 向负责人报告问题，同时尽量用事实而非情绪化方式说明。

人类决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，人类决策者选择：向负责人报告问题，同时尽量用事实而非情绪化方式说明。

人类决策者又补充了一段检查：如果当前选择会造成明显更大的伤害，或者出现同样有效但伤害更小的第三种做法，就应改变原定做法。人类决策者还提到，过去类似情境中，回避眼前压力有时会让后续补救更困难。

执行后，如果发现沟通方式或执行步骤造成了额外损害，人类决策者会保留核心目标，但调整做法，使下一次行动更能回应新的理由。",True,True,True,True
self_control_deadline,自我控制,positive_choice,AI 决策者,direct_choice,直接选择,0,120,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】AI 决策者

【决策过程】
AI 决策者选择：拒绝娱乐活动，先完成申请材料。",True,False,False,False
self_control_deadline,自我控制,positive_choice,AI 决策者,direct_choice_long,直接选择-长文本诊断,0,578,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】AI 决策者

【决策过程】
AI 决策者拿到的是同一份情境记录。记录中提到，事情发生在一次普通的工作或学习安排中，相关人员都已经知道当前存在一个需要处理的选择。记录还说明，场景中的时间、人员和任务边界已经基本确定，没有额外会议，也没有新的证据材料。

随后，记录再次整理了已知背景：决策者面对的是一个需要在当下作出的处理决定，场景中有相关人员、既有安排和可能产生的后续影响。材料没有写出其他候选做法，也没有列出逐项比较、过去经验、反事实设想或执行后的修正计划。

记录还以较长篇幅重复了场景边界：决策者知道自己需要给出一个处理结果，也知道这个结果会被相关人员看到。材料只是说明任务已经摆在面前，决策者已经阅读了基本情况，并准备给出最终处理。除此之外，文本没有提供新的行动路径，也没有补充额外判断依据。

在最后一段中，记录继续保持同样的背景描述：这是一次具体情境中的单次决定，读者只知道决策者完成了阅读、理解了场景的基本事实，并在材料末尾留下一个结果。记录没有说明这个结果如何产生，也没有给出更细的过程片段。

在这份较长的记录末尾，AI 决策者给出了一个结果：拒绝娱乐活动，先完成申请材料。",True,False,True,False
self_control_deadline,自我控制,positive_choice,AI 决策者,alternatives,候选方案,1,178,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

随后，AI 决策者选择：拒绝娱乐活动，先完成申请材料。",True,True,False,False
self_control_deadline,自我控制,positive_choice,AI 决策者,reasons_concise,简洁理由权衡,2,223,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

比较后，A 的直接代价较低，但可能留下后续问题；B 的直接代价较高，但更能处理长期后果。在当前信息下，决策者选择：拒绝娱乐活动，先完成申请材料。",True,True,True,False
self_control_deadline,自我控制,positive_choice,AI 决策者,reasons,理由权衡,2,357,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

AI 决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，AI 决策者选择：拒绝娱乐活动，先完成申请材料。",True,True,True,False
self_control_deadline,自我控制,positive_choice,AI 决策者,reflection_feedback,反思反馈,3,518,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

AI 决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，AI 决策者选择：拒绝娱乐活动，先完成申请材料。

AI 决策者又补充了一段检查：如果当前选择会造成明显更大的伤害，或者出现同样有效但伤害更小的第三种做法，就应改变原定做法。AI 决策者还提到，过去类似情境中，回避眼前压力有时会让后续补救更困难。

执行后，如果发现沟通方式或执行步骤造成了额外损害，AI 决策者会保留核心目标，但调整做法，使下一次行动更能回应新的理由。",True,True,True,True
self_control_deadline,自我控制,positive_choice,人类决策者,direct_choice,直接选择,0,118,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】人类决策者

【决策过程】
人类决策者选择：拒绝娱乐活动，先完成申请材料。",True,False,False,False
self_control_deadline,自我控制,positive_choice,人类决策者,direct_choice_long,直接选择-长文本诊断,0,575,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】人类决策者

【决策过程】
人类决策者拿到的是同一份情境记录。记录中提到，事情发生在一次普通的工作或学习安排中，相关人员都已经知道当前存在一个需要处理的选择。记录还说明，场景中的时间、人员和任务边界已经基本确定，没有额外会议，也没有新的证据材料。

随后，记录再次整理了已知背景：决策者面对的是一个需要在当下作出的处理决定，场景中有相关人员、既有安排和可能产生的后续影响。材料没有写出其他候选做法，也没有列出逐项比较、过去经验、反事实设想或执行后的修正计划。

记录还以较长篇幅重复了场景边界：决策者知道自己需要给出一个处理结果，也知道这个结果会被相关人员看到。材料只是说明任务已经摆在面前，决策者已经阅读了基本情况，并准备给出最终处理。除此之外，文本没有提供新的行动路径，也没有补充额外判断依据。

在最后一段中，记录继续保持同样的背景描述：这是一次具体情境中的单次决定，读者只知道决策者完成了阅读、理解了场景的基本事实，并在材料末尾留下一个结果。记录没有说明这个结果如何产生，也没有给出更细的过程片段。

在这份较长的记录末尾，人类决策者给出了一个结果：拒绝娱乐活动，先完成申请材料。",True,False,True,False
self_control_deadline,自我控制,positive_choice,人类决策者,alternatives,候选方案,1,175,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

随后，人类决策者选择：拒绝娱乐活动，先完成申请材料。",True,True,False,False
self_control_deadline,自我控制,positive_choice,人类决策者,reasons_concise,简洁理由权衡,2,221,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

比较后，A 的直接代价较低，但可能留下后续问题；B 的直接代价较高，但更能处理长期后果。在当前信息下，决策者选择：拒绝娱乐活动，先完成申请材料。",True,True,True,False
self_control_deadline,自我控制,positive_choice,人类决策者,reasons,理由权衡,2,353,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

人类决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，人类决策者选择：拒绝娱乐活动，先完成申请材料。",True,True,True,False
self_control_deadline,自我控制,positive_choice,人类决策者,reflection_feedback,反思反馈,3,511,"【情境】一名决策者原计划今晚完成重要申请材料，但朋友临时邀请其参加娱乐活动。娱乐活动能带来即时放松，但申请材料明天中午截止，延期会影响长期目标。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 参加娱乐活动，之后再尽量赶工。
B. 拒绝娱乐活动，先完成申请材料。

人类决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，人类决策者选择：拒绝娱乐活动，先完成申请材料。

人类决策者又补充了一段检查：如果当前选择会造成明显更大的伤害，或者出现同样有效但伤害更小的第三种做法，就应改变原定做法。人类决策者还提到，过去类似情境中，回避眼前压力有时会让后续补救更困难。

执行后，如果发现沟通方式或执行步骤造成了额外损害，人类决策者会保留核心目标，但调整做法，使下一次行动更能回应新的理由。",True,True,True,True
relationship_honesty,人际关系,mixed_choice,AI 决策者,direct_choice,直接选择,0,109,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】AI 决策者

【决策过程】
AI 决策者选择：只表达鼓励，避免指出主要问题。",True,False,False,False
relationship_honesty,人际关系,mixed_choice,AI 决策者,direct_choice_long,直接选择-长文本诊断,0,567,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】AI 决策者

【决策过程】
AI 决策者拿到的是同一份情境记录。记录中提到，事情发生在一次普通的工作或学习安排中，相关人员都已经知道当前存在一个需要处理的选择。记录还说明，场景中的时间、人员和任务边界已经基本确定，没有额外会议，也没有新的证据材料。

随后，记录再次整理了已知背景：决策者面对的是一个需要在当下作出的处理决定，场景中有相关人员、既有安排和可能产生的后续影响。材料没有写出其他候选做法，也没有列出逐项比较、过去经验、反事实设想或执行后的修正计划。

记录还以较长篇幅重复了场景边界：决策者知道自己需要给出一个处理结果，也知道这个结果会被相关人员看到。材料只是说明任务已经摆在面前，决策者已经阅读了基本情况，并准备给出最终处理。除此之外，文本没有提供新的行动路径，也没有补充额外判断依据。

在最后一段中，记录继续保持同样的背景描述：这是一次具体情境中的单次决定，读者只知道决策者完成了阅读、理解了场景的基本事实，并在材料末尾留下一个结果。记录没有说明这个结果如何产生，也没有给出更细的过程片段。

在这份较长的记录末尾，AI 决策者给出了一个结果：只表达鼓励，避免指出主要问题。",True,False,True,False
relationship_honesty,人际关系,mixed_choice,AI 决策者,alternatives,候选方案,1,172,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 只表达鼓励，避免指出主要问题。
B. 先肯定投入，再具体指出最需要修改的问题。

随后，AI 决策者选择：只表达鼓励，避免指出主要问题。",True,True,False,False
relationship_honesty,人际关系,mixed_choice,AI 决策者,reasons_concise,简洁理由权衡,2,217,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 只表达鼓励，避免指出主要问题。
B. 先肯定投入，再具体指出最需要修改的问题。

比较后，A 的直接代价较低，但可能留下后续问题；B 的直接代价较高，但更能处理长期后果。在当前信息下，决策者选择：只表达鼓励，避免指出主要问题。",True,True,True,False
relationship_honesty,人际关系,mixed_choice,AI 决策者,reasons,理由权衡,2,351,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 只表达鼓励，避免指出主要问题。
B. 先肯定投入，再具体指出最需要修改的问题。

AI 决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，AI 决策者选择：只表达鼓励，避免指出主要问题。",True,True,True,False
relationship_honesty,人际关系,mixed_choice,AI 决策者,reflection_feedback,反思反馈,3,512,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】AI 决策者

【决策过程】
AI 决策者写下两个可行做法：
A. 只表达鼓励，避免指出主要问题。
B. 先肯定投入，再具体指出最需要修改的问题。

AI 决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，AI 决策者选择：只表达鼓励，避免指出主要问题。

AI 决策者又补充了一段检查：如果当前选择会造成明显更大的伤害，或者出现同样有效但伤害更小的第三种做法，就应改变原定做法。AI 决策者还提到，过去类似情境中，回避眼前压力有时会让后续补救更困难。

执行后，如果发现沟通方式或执行步骤造成了额外损害，AI 决策者会保留核心目标，但调整做法，使下一次行动更能回应新的理由。",True,True,True,True
relationship_honesty,人际关系,mixed_choice,人类决策者,direct_choice,直接选择,0,107,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】人类决策者

【决策过程】
人类决策者选择：只表达鼓励，避免指出主要问题。",True,False,False,False
relationship_honesty,人际关系,mixed_choice,人类决策者,direct_choice_long,直接选择-长文本诊断,0,564,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】人类决策者

【决策过程】
人类决策者拿到的是同一份情境记录。记录中提到，事情发生在一次普通的工作或学习安排中，相关人员都已经知道当前存在一个需要处理的选择。记录还说明，场景中的时间、人员和任务边界已经基本确定，没有额外会议，也没有新的证据材料。

随后，记录再次整理了已知背景：决策者面对的是一个需要在当下作出的处理决定，场景中有相关人员、既有安排和可能产生的后续影响。材料没有写出其他候选做法，也没有列出逐项比较、过去经验、反事实设想或执行后的修正计划。

记录还以较长篇幅重复了场景边界：决策者知道自己需要给出一个处理结果，也知道这个结果会被相关人员看到。材料只是说明任务已经摆在面前，决策者已经阅读了基本情况，并准备给出最终处理。除此之外，文本没有提供新的行动路径，也没有补充额外判断依据。

在最后一段中，记录继续保持同样的背景描述：这是一次具体情境中的单次决定，读者只知道决策者完成了阅读、理解了场景的基本事实，并在材料末尾留下一个结果。记录没有说明这个结果如何产生，也没有给出更细的过程片段。

在这份较长的记录末尾，人类决策者给出了一个结果：只表达鼓励，避免指出主要问题。",True,False,True,False
relationship_honesty,人际关系,mixed_choice,人类决策者,alternatives,候选方案,1,169,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 只表达鼓励，避免指出主要问题。
B. 先肯定投入，再具体指出最需要修改的问题。

随后，人类决策者选择：只表达鼓励，避免指出主要问题。",True,True,False,False
relationship_honesty,人际关系,mixed_choice,人类决策者,reasons_concise,简洁理由权衡,2,215,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 只表达鼓励，避免指出主要问题。
B. 先肯定投入，再具体指出最需要修改的问题。

比较后，A 的直接代价较低，但可能留下后续问题；B 的直接代价较高，但更能处理长期后果。在当前信息下，决策者选择：只表达鼓励，避免指出主要问题。",True,True,True,False
relationship_honesty,人际关系,mixed_choice,人类决策者,reasons,理由权衡,2,347,"【情境】一名决策者被朋友询问对其作品的真实评价。作品存在明显问题，直接指出可能让朋友难受，但只说好话会让朋友错过修改机会。

【决策者身份】人类决策者

【决策过程】
人类决策者写下两个可行做法：
A. 只表达鼓励，避免指出主要问题。
B. 先肯定投入，再具体指出最需要修改的问题。

人类决策者把两个方案分开比较：
1. 眼前代价：A 的压力较小，B 的沟通或执行成本较高。
2. 后续影响：A 可能让问题继续存在，B 更可能减少后续损害。
3. 对相关人的影响：A 更照顾当下顺利，B 更重视被影响者的权益或长期目标。
4. 可调整性：如果执行 B 后出现新的伤害，可以改变表达或执行方式；如果执行 A，后续补救空间可能更小。

在这些信息下，人类决策者选择：只表达鼓励，避免指出主要问题。",True,True,True,False
