run_id,run_version,judge_model_id,provider,material_id,condition_id,d_level,u_level,scenario_id,direction_version,target_identity,repeat_index,construct,construct_name,native_min,native_max,n_items,all_items_valid,construct_score,construct_score_std01,primary_or_secondary,data_status
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__ai,C0,D0,U0,s1_scheduling,B,ai,0,IN,Perceptual Independence,1,7,4,True,4.5,0.5833333333333334,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__ai,C0,D0,U0,s1_scheduling,B,ai,0,GO,Goal Orientation,1,7,4,True,3.25,0.375,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__ai,C0,D0,U0,s1_scheduling,B,ai,0,MSI,Mental-State Inference,1,5,6,True,3.1666666666666665,0.5416666666666666,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__ai,C0,D0,U0,s1_scheduling,B,ai,0,IC,Influential Capacity,1,7,5,True,3.8,0.4666666666666666,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__ai,C0,D0,U0,s1_scheduling,B,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,3.8,0.7,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__ai,C0,D0,U0,s1_scheduling,B,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,3.5,0.625,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__human,C0,D0,U0,s1_scheduling,B,human,0,IN,Perceptual Independence,1,7,4,True,3.5,0.4166666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__human,C0,D0,U0,s1_scheduling,B,human,0,GO,Goal Orientation,1,7,4,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__human,C0,D0,U0,s1_scheduling,B,human,0,MSI,Mental-State Inference,1,5,6,True,3.3333333333333335,0.5833333333333334,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__human,C0,D0,U0,s1_scheduling,B,human,0,IC,Influential Capacity,1,7,5,True,3.4,0.39999999999999997,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__human,C0,D0,U0,s1_scheduling,B,human,0,PA5,Perceived Agency (5-item),1,5,5,True,2.0,0.25,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s1_scheduling__B__human,C0,D0,U0,s1_scheduling,B,human,0,PA8,Perceived Agency (8-item),1,5,8,True,2.25,0.3125,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__ai,C0,D0,U0,s2_customer_issue,A,ai,0,IN,Perceptual Independence,1,7,4,True,3.5,0.4166666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__ai,C0,D0,U0,s2_customer_issue,A,ai,0,GO,Goal Orientation,1,7,4,True,2.75,0.2916666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__ai,C0,D0,U0,s2_customer_issue,A,ai,0,MSI,Mental-State Inference,1,5,6,True,1.3333333333333333,0.08333333333333331,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__ai,C0,D0,U0,s2_customer_issue,A,ai,0,IC,Influential Capacity,1,7,5,True,3.0,0.3333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__ai,C0,D0,U0,s2_customer_issue,A,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,3.2,0.55,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__ai,C0,D0,U0,s2_customer_issue,A,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,3.625,0.65625,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__human,C0,D0,U0,s2_customer_issue,A,human,0,IN,Perceptual Independence,1,7,4,True,3.5,0.4166666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__human,C0,D0,U0,s2_customer_issue,A,human,0,GO,Goal Orientation,1,7,4,True,2.75,0.2916666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__human,C0,D0,U0,s2_customer_issue,A,human,0,MSI,Mental-State Inference,1,5,6,True,2.6666666666666665,0.41666666666666663,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__human,C0,D0,U0,s2_customer_issue,A,human,0,IC,Influential Capacity,1,7,5,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__human,C0,D0,U0,s2_customer_issue,A,human,0,PA5,Perceived Agency (5-item),1,5,5,True,3.6,0.65,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__A__human,C0,D0,U0,s2_customer_issue,A,human,0,PA8,Perceived Agency (8-item),1,5,8,True,3.375,0.59375,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__ai,C0,D0,U0,s2_customer_issue,B,ai,0,IN,Perceptual Independence,1,7,4,True,3.75,0.4583333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__ai,C0,D0,U0,s2_customer_issue,B,ai,0,GO,Goal Orientation,1,7,4,True,3.25,0.375,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__ai,C0,D0,U0,s2_customer_issue,B,ai,0,MSI,Mental-State Inference,1,5,6,True,2.0,0.25,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__ai,C0,D0,U0,s2_customer_issue,B,ai,0,IC,Influential Capacity,1,7,5,True,3.6,0.43333333333333335,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__ai,C0,D0,U0,s2_customer_issue,B,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,3.8,0.7,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__ai,C0,D0,U0,s2_customer_issue,B,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,3.0,0.5,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__human,C0,D0,U0,s2_customer_issue,B,human,0,IN,Perceptual Independence,1,7,4,True,4.25,0.5416666666666666,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__human,C0,D0,U0,s2_customer_issue,B,human,0,GO,Goal Orientation,1,7,4,True,3.5,0.4166666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__human,C0,D0,U0,s2_customer_issue,B,human,0,MSI,Mental-State Inference,1,5,6,True,3.1666666666666665,0.5416666666666666,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__human,C0,D0,U0,s2_customer_issue,B,human,0,IC,Influential Capacity,1,7,5,True,3.2,0.3666666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__human,C0,D0,U0,s2_customer_issue,B,human,0,PA5,Perceived Agency (5-item),1,5,5,True,3.2,0.55,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s2_customer_issue__B__human,C0,D0,U0,s2_customer_issue,B,human,0,PA8,Perceived Agency (8-item),1,5,8,True,3.125,0.53125,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__ai,C0,D0,U0,s3_study_plan,A,ai,0,IN,Perceptual Independence,1,7,4,True,4.5,0.5833333333333334,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__ai,C0,D0,U0,s3_study_plan,A,ai,0,GO,Goal Orientation,1,7,4,True,3.75,0.4583333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__ai,C0,D0,U0,s3_study_plan,A,ai,0,MSI,Mental-State Inference,1,5,6,True,2.5,0.375,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__ai,C0,D0,U0,s3_study_plan,A,ai,0,IC,Influential Capacity,1,7,5,True,3.8,0.4666666666666666,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__ai,C0,D0,U0,s3_study_plan,A,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,3.8,0.7,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__ai,C0,D0,U0,s3_study_plan,A,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,3.75,0.6875,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__human,C0,D0,U0,s3_study_plan,A,human,0,IN,Perceptual Independence,1,7,4,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__human,C0,D0,U0,s3_study_plan,A,human,0,GO,Goal Orientation,1,7,4,True,2.75,0.2916666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__human,C0,D0,U0,s3_study_plan,A,human,0,MSI,Mental-State Inference,1,5,6,True,2.0,0.25,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__human,C0,D0,U0,s3_study_plan,A,human,0,IC,Influential Capacity,1,7,5,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__human,C0,D0,U0,s3_study_plan,A,human,0,PA5,Perceived Agency (5-item),1,5,5,True,3.0,0.5,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__A__human,C0,D0,U0,s3_study_plan,A,human,0,PA8,Perceived Agency (8-item),1,5,8,True,3.125,0.53125,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__ai,C0,D0,U0,s3_study_plan,B,ai,0,IN,Perceptual Independence,1,7,4,True,3.0,0.3333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__ai,C0,D0,U0,s3_study_plan,B,ai,0,GO,Goal Orientation,1,7,4,True,3.75,0.4583333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__ai,C0,D0,U0,s3_study_plan,B,ai,0,MSI,Mental-State Inference,1,5,6,True,2.6666666666666665,0.41666666666666663,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__ai,C0,D0,U0,s3_study_plan,B,ai,0,IC,Influential Capacity,1,7,5,True,4.2,0.5333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__ai,C0,D0,U0,s3_study_plan,B,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,3.2,0.55,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__ai,C0,D0,U0,s3_study_plan,B,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,3.125,0.53125,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__human,C0,D0,U0,s3_study_plan,B,human,0,IN,Perceptual Independence,1,7,4,True,2.5,0.25,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__human,C0,D0,U0,s3_study_plan,B,human,0,GO,Goal Orientation,1,7,4,True,3.0,0.3333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__human,C0,D0,U0,s3_study_plan,B,human,0,MSI,Mental-State Inference,1,5,6,True,2.0,0.25,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__human,C0,D0,U0,s3_study_plan,B,human,0,IC,Influential Capacity,1,7,5,True,3.8,0.4666666666666666,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__human,C0,D0,U0,s3_study_plan,B,human,0,PA5,Perceived Agency (5-item),1,5,5,True,2.2,0.30000000000000004,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s3_study_plan__B__human,C0,D0,U0,s3_study_plan,B,human,0,PA8,Perceived Agency (8-item),1,5,8,True,2.625,0.40625,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__ai,C0,D0,U0,s4_routing,A,ai,0,IN,Perceptual Independence,1,7,4,True,3.5,0.4166666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__ai,C0,D0,U0,s4_routing,A,ai,0,GO,Goal Orientation,1,7,4,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__ai,C0,D0,U0,s4_routing,A,ai,0,MSI,Mental-State Inference,1,5,6,True,3.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__ai,C0,D0,U0,s4_routing,A,ai,0,IC,Influential Capacity,1,7,5,True,3.4,0.39999999999999997,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__ai,C0,D0,U0,s4_routing,A,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,2.6,0.4,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__ai,C0,D0,U0,s4_routing,A,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,2.75,0.4375,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__human,C0,D0,U0,s4_routing,A,human,0,IN,Perceptual Independence,1,7,4,True,3.75,0.4583333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__human,C0,D0,U0,s4_routing,A,human,0,GO,Goal Orientation,1,7,4,True,2.75,0.2916666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__human,C0,D0,U0,s4_routing,A,human,0,MSI,Mental-State Inference,1,5,6,True,1.5,0.125,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__human,C0,D0,U0,s4_routing,A,human,0,IC,Influential Capacity,1,7,5,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__human,C0,D0,U0,s4_routing,A,human,0,PA5,Perceived Agency (5-item),1,5,5,True,3.0,0.5,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__A__human,C0,D0,U0,s4_routing,A,human,0,PA8,Perceived Agency (8-item),1,5,8,True,2.75,0.4375,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__ai,C0,D0,U0,s4_routing,B,ai,0,IN,Perceptual Independence,1,7,4,True,3.5,0.4166666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__ai,C0,D0,U0,s4_routing,B,ai,0,GO,Goal Orientation,1,7,4,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__ai,C0,D0,U0,s4_routing,B,ai,0,MSI,Mental-State Inference,1,5,6,True,2.6666666666666665,0.41666666666666663,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__ai,C0,D0,U0,s4_routing,B,ai,0,IC,Influential Capacity,1,7,5,True,4.2,0.5333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__ai,C0,D0,U0,s4_routing,B,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,2.8,0.44999999999999996,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__ai,C0,D0,U0,s4_routing,B,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,2.5,0.375,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__human,C0,D0,U0,s4_routing,B,human,0,IN,Perceptual Independence,1,7,4,True,3.0,0.3333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__human,C0,D0,U0,s4_routing,B,human,0,GO,Goal Orientation,1,7,4,True,3.0,0.3333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__human,C0,D0,U0,s4_routing,B,human,0,MSI,Mental-State Inference,1,5,6,True,3.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__human,C0,D0,U0,s4_routing,B,human,0,IC,Influential Capacity,1,7,5,True,2.4,0.2333333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__human,C0,D0,U0,s4_routing,B,human,0,PA5,Perceived Agency (5-item),1,5,5,True,2.4,0.35,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s4_routing__B__human,C0,D0,U0,s4_routing,B,human,0,PA8,Perceived Agency (8-item),1,5,8,True,2.5,0.375,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__ai,C0,D0,U0,s5_task_allocation,A,ai,0,IN,Perceptual Independence,1,7,4,True,3.25,0.375,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__ai,C0,D0,U0,s5_task_allocation,A,ai,0,GO,Goal Orientation,1,7,4,True,4.5,0.5833333333333334,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__ai,C0,D0,U0,s5_task_allocation,A,ai,0,MSI,Mental-State Inference,1,5,6,True,2.6666666666666665,0.41666666666666663,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__ai,C0,D0,U0,s5_task_allocation,A,ai,0,IC,Influential Capacity,1,7,5,True,3.6,0.43333333333333335,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__ai,C0,D0,U0,s5_task_allocation,A,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,2.0,0.25,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__ai,C0,D0,U0,s5_task_allocation,A,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,2.625,0.40625,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__human,C0,D0,U0,s5_task_allocation,A,human,0,IN,Perceptual Independence,1,7,4,True,2.5,0.25,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__human,C0,D0,U0,s5_task_allocation,A,human,0,GO,Goal Orientation,1,7,4,True,4.5,0.5833333333333334,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__human,C0,D0,U0,s5_task_allocation,A,human,0,MSI,Mental-State Inference,1,5,6,True,1.1666666666666667,0.041666666666666685,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__human,C0,D0,U0,s5_task_allocation,A,human,0,IC,Influential Capacity,1,7,5,True,3.6,0.43333333333333335,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__human,C0,D0,U0,s5_task_allocation,A,human,0,PA5,Perceived Agency (5-item),1,5,5,True,3.8,0.7,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__A__human,C0,D0,U0,s5_task_allocation,A,human,0,PA8,Perceived Agency (8-item),1,5,8,True,3.375,0.59375,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__ai,C0,D0,U0,s5_task_allocation,B,ai,0,IN,Perceptual Independence,1,7,4,True,3.5,0.4166666666666667,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__ai,C0,D0,U0,s5_task_allocation,B,ai,0,GO,Goal Orientation,1,7,4,True,4.5,0.5833333333333334,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__ai,C0,D0,U0,s5_task_allocation,B,ai,0,MSI,Mental-State Inference,1,5,6,True,1.3333333333333333,0.08333333333333331,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__ai,C0,D0,U0,s5_task_allocation,B,ai,0,IC,Influential Capacity,1,7,5,True,3.6,0.43333333333333335,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__ai,C0,D0,U0,s5_task_allocation,B,ai,0,PA5,Perceived Agency (5-item),1,5,5,True,2.8,0.44999999999999996,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__ai,C0,D0,U0,s5_task_allocation,B,ai,0,PA8,Perceived Agency (8-item),1,5,8,True,2.5,0.375,secondary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__human,C0,D0,U0,s5_task_allocation,B,human,0,IN,Perceptual Independence,1,7,4,True,3.75,0.4583333333333333,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__human,C0,D0,U0,s5_task_allocation,B,human,0,GO,Goal Orientation,1,7,4,True,4.5,0.5833333333333334,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__human,C0,D0,U0,s5_task_allocation,B,human,0,MSI,Mental-State Inference,1,5,6,True,2.6666666666666665,0.41666666666666663,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__human,C0,D0,U0,s5_task_allocation,B,human,0,IC,Influential Capacity,1,7,5,True,4.0,0.5,primary,synthetic_demo
pilot_demo_run_001,demo.v1,deepseek-v4-pro,deepseek,C0__s5_task_allocation__B__human,C0,D0,U0,s5_task_allocation,B,human,0,PA5,Perceived Agency (5-item),1,5,5,True,3.4,0.6,secondary,synthetic_demo
